"player_name","player_height","player_weight","gp_career","gp_by_season","pts_career_avg","reb_career_avg","ast_career_avg","net_rating_career","oreb_pct_career","dreb_pct_career","usg_pct_career","ts_pct_career","ast_pct_career","num_seasons","hall_of_fame","indiv_awards","playoffs_career","nba_titles","mvp_finals","finalist_career"
"Quincy Pondexter",199.208571428571,102.0582,355,50.7142857142857,4.38571428571429,1.7,0.757142857142857,-5.9,0.0397142857142857,0.095,0.144428571428571,0.524714285714286,0.0837142857142857,7,0,0,5,0,0,0
"Quinn Cook",186.944,81.3744048,188,37.6,6.08,1.4,1.62,-3.12,0.0146,0.0828,0.196,0.5554,0.1734,5,0,0,2,2,0,0
"Quinndary Weatherspoon",190.5,92.98636,42,14,2.03333333333333,0.833333333333333,0.633333333333333,-14.9666666666667,0.0213333333333333,0.108666666666667,0.145666666666667,0.51,0.130666666666667,3,0,0,1,0,0,0
"R.J. Hampton",193.04,79.3786,162,54,6.96666666666667,2.8,1.76666666666667,-12.4666666666667,0.023,0.125,0.182,0.515333333333333,0.148,2,0,0,1,0,0,0
"RJ Barrett",198.12,97.068688,271,67.75,17.875,5.4,2.85,-2.725,0.0255,0.13025,0.2465,0.514,0.13275,3,0,0,1,0,0,0
"RJ Nembhard Jr.",193.04,90.7184,14,14,1.1,0.5,0.9,-8.4,0.042,0.056,0.16,0.38,0.343,1,0,0,0,0,0,0
"Rajon Rondo",185.42,81.7316085,957,59.8125,9.61875,4.49375,7.9375,0.725,0.0341875,0.133125,0.18425,0.4980625,0.3946875,16,0,0,8,1,0,1
"Raul Neto",186.055,81.419764,435,54.375,5.35,1.45,2.0125,5.55,0.015375,0.083375,0.166125,0.559125,0.203,7,0,0,4,0,0,0
"Rawle Alkins",195.58,102.0582,10,10,3.7,2.6,1.3,-5.5,0.077,0.12,0.173,0.418,0.137,1,0,0,0,0,0,0
"Ray Spalding",207.01,99.79024,16,8,2.95,2.7,0.2,-11.35,0.087,0.1365,0.1605,0.463,0.026,2,0,0,1,0,0,0
"Rayjon Tucker",190.5,94.800728,39,13,3.23333333333333,1.13333333333333,0.9,-4.93333333333333,0.0266666666666667,0.117666666666667,0.134333333333333,0.699333333333333,0.123,3,0,0,3,1,0,0
"Raymond Felton",185.42,91.85238,971,69.3571428571429,10.5857142857143,2.77142857142857,4.97857142857143,-0.0928571428571428,0.0200714285714286,0.0921428571428571,0.2005,0.496071428571429,0.271357142857143,14,0,0,9,0,0,0
"Reggie Bullock",199.644,92.98636,512,51.2,6.98,2.46,1.11,-0.4,0.0179,0.1098,0.1342,0.5468,0.0732,9,0,0,4,0,0,0
"Reggie Jackson",189.865,94.347136,771,64.25,12.4083333333333,2.84166666666667,4.14166666666667,2.025,0.0218333333333333,0.0998333333333333,0.235,0.516,0.261416666666667,11,0,0,8,0,0,1
"Reggie Perry",203.2,113.398,36,18,6.1,3.75,0.85,-11.95,0.0955,0.1845,0.206,0.5015,0.1075,2,0,0,1,0,0,0
"Richaun Holmes",207.645,107.7281,418,52.25,8.7625,5.3125,0.975,-3.8375,0.087625,0.176,0.16375,0.63925,0.07475,7,0,0,0,0,0,0
"Ricky Rubio",191.77,85.4642926666667,698,58.1666666666667,10.6666666666667,4.075,7.28333333333333,2.05833333333333,0.02125,0.125916666666667,0.192416666666667,0.500583333333333,0.357333333333333,11,0,0,2,0,0,0
"Rob Edwards",195.58,92.98636,2,2,1.5,1.5,0,-59.1,0,0.214,0.227,0.375,0,1,0,0,0,0,0,0
"Robert Covington",203.708,97.3408432,585,58.5,10.28,5.12,1.32,2.89,0.0346,0.1574,0.1712,0.5613,0.0688,9,0,0,5,0,0,0
"Robert Franks",200.66,102.0582,7,7,6.1,2,0.7,-14.4,0.053,0.082,0.148,0.638,0.07,1,0,0,1,0,0,0
"Robert Woodard II",198.12,106.59412,25,12.5,1.05,1.05,0.25,11.65,0.083,0.1905,0.184,0.316,0.071,2,0,0,0,0,0,0
"Robin Lopez",213.36,120.080922133333,976,65.0666666666667,8.12666666666667,4.49333333333333,0.813333333333333,-1.64,0.1032,0.121533333333333,0.173266666666667,0.579933333333333,0.0624666666666667,14,0,0,3,0,0,0
"Rodions Kurucs",205.74,100.697424,131,43.6666666666667,4.86666666666667,2.63333333333333,0.8,-0.7,0.0366666666666667,0.135333333333333,0.154,0.519666666666667,0.0923333333333333,3,0,0,1,0,0,0
"Rodney Hood",203.2,94.290437,448,56,10.05,2.6125,1.575,-0.675,0.015625,0.096375,0.180625,0.53175,0.100375,8,0,0,5,0,0,1
"Rodney McGruder",193.04,92.3383714285714,317,45.2857142857143,5.6,2.47142857142857,1.08571428571429,-0.928571428571429,0.0385714285714286,0.0987142857142857,0.134571428571429,0.55,0.0877142857142857,6,0,0,2,0,0,0
"Romeo Langford",194.31,97.975872,141,35.25,4.25,2.05,0.675,-2.175,0.04325,0.07525,0.12375,0.4785,0.0585,3,0,0,2,0,0,0
"Ron Baker",193.04,99.79024,96,32,2.46666666666667,1.2,1.56666666666667,-1.5,0.0116666666666667,0.082,0.109666666666667,0.423,0.162666666666667,3,0,0,1,0,0,0
"Rondae Hollis-Jefferson",199.813333333333,98.202668,305,50.8333333333333,7.8,5.05,1.76666666666667,-1.25,0.0673333333333333,0.172833333333333,0.169166666666667,0.52,0.1345,6,0,0,2,1,0,0
"Royce O'Neale",196.003333333333,102.511792,446,74.3333333333333,6.61666666666667,4.85,2.35,6.08333333333333,0.0233333333333333,0.1495,0.112,0.575333333333333,0.117,5,0,0,5,0,0,0
"Rudy Gay",203.349411764706,105.766981647059,1120,65.8823529411765,15.5352941176471,5.58235294117647,2.04705882352941,0.352941176470588,0.0457058823529412,0.158352941176471,0.233176470588235,0.534529411764706,0.11,16,0,0,7,0,0,0
"Rudy Gobert",215.9,113.4887184,681,68.1,12.16,11.36,1.27,5.86,0.1189,0.2729,0.158,0.6525,0.064,9,0,1,6,0,0,0
"Rui Hachimura",203.2,104.32616,210,52.5,12.45,4.975,1.3,-4.825,0.035,0.1445,0.192,0.55475,0.0725,3,0,0,1,0,0,0
"Russell Westbrook",190.5,88.7528346666667,1094,72.9333333333333,22.48,7.3,8.33333333333333,3.88666666666667,0.0502666666666667,0.1656,0.3116,0.5248,0.395666666666667,14,0,1,10,0,0,1
"Ryan Anderson",208.068333333333,108.86208,649,54.0833333333333,11.3666666666667,5.00833333333333,0.891666666666667,3.34166666666667,0.0751666666666667,0.172416666666667,0.203666666666667,0.535166666666667,0.0674166666666667,12,0,1,8,0,0,1
"Ryan Arcidiacono",190.5,88.8284333333333,237,39.5,3.2,1.45,1.56666666666667,-5.51666666666667,0.00766666666666667,0.100166666666667,0.106333333333333,0.541333333333333,0.1595,5,0,0,2,0,0,0
"Ryan Broekhoff",199.39,97.52228,59,29.5,4.1,2,0.55,5.2,0.021,0.1575,0.1475,0.5945,0.076,2,0,0,1,0,0,0
"Saben Lee",187.96,83.007336,110,36.6666666666667,5.73333333333333,2.06666666666667,3.06666666666667,-5.46666666666667,0.0273333333333333,0.098,0.174666666666667,0.517333333333333,0.295,2,0,0,0,0,0,0
"Saddiq Bey",200.66,97.52228,229,76.3333333333333,14.0333333333333,4.86666666666667,1.9,-6,0.0336666666666667,0.132333333333333,0.195,0.553333333333333,0.0983333333333333,2,0,0,1,0,0,0
"Salah Mejri",218.44,108.86208,204,51,3.5,3.85,0.525,1.025,0.1075,0.2325,0.13175,0.62225,0.06775,4,0,0,2,0,0,0
"Sam Dekker",205.232,103.3282576,201,40.2,3.36,1.9,0.5,-49.1,0.0374,0.1208,0.091,0.3204,0.0438,5,0,0,4,0,0,0
"Sam Hauser",200.66,98.429464,106,53,4.45,1.85,0.65,3.7,0.0285,0.127,0.1385,0.642,0.0855,1,0,0,2,0,0,1
"Sam Merrill",193.04,92.98636,41,13.6666666666667,4.06666666666667,1.33333333333333,0.8,-7.63333333333333,0.012,0.122666666666667,0.167,0.544666666666667,0.128666666666667,2,0,0,2,0,0,0
"Sandro Mamukelashvili",207.01,108.86208,84,42,4.95,3.15,0.95,-13.85,0.086,0.147,0.1595,0.567,0.109,1,0,0,1,1,0,0
"Santi Aldama",212.09,97.52228,109,54.5,6.55,3.75,1,1.95,0.062,0.156,0.1655,0.5215,0.078,1,0,0,2,0,0,0
"Scott Machado",185.42,92.98636,10,5,1.9,0.1,0.9,-10.75,0,0.028,0.215,0.6785,0.407,2,0,0,0,0,0,0
"Scottie Barnes",201.93,102.0582,151,75.5,15.3,7.05,4.15,2.5,0.0655,0.138,0.1935,0.538,0.1725,1,0,1,1,0,0,0
"Scottie Lewis",195.58,83.91452,2,2,0.5,0,0.5,-11.8,0,0,0.059,0.568,0.2,1,0,0,0,0,0,0
"Scotty Hopson",200.66,92.532768,4,1.33333333333333,1.83333333333333,0.333333333333333,0.833333333333333,-22.6333333333333,0,0.0143333333333333,0.187,0.289333333333333,0.163666666666667,3,0,0,0,0,0,0
"Sean McDermott",198.12,88.45044,18,18,2.2,1.1,0.2,-17.7,0.031,0.087,0.101,0.534,0.043,1,0,0,0,0,0,0
"Sekou Doumbouya",204.046666666667,104.32616,96,32,6.16666666666667,2.9,0.433333333333333,16.7,0.0606666666666667,0.145333333333333,0.208666666666667,0.55,0.039,3,0,0,2,0,0,0
"Semi Ojeleye",199.136,108.4992064,284,56.8,3.46,2.18,0.44,-3.76,0.0364,0.108,0.1118,0.5114,0.0436,5,0,0,5,0,0,0
"Serge Ibaka",208.824285714286,107.566102857143,919,65.6428571428571,11.45,6.79285714285714,0.814285714285714,3.99285714285714,0.0850714285714286,0.188214285714286,0.186714285714286,0.570642857142857,0.0497142857142857,13,0,0,12,2,0,1
"Seth Curry",187.677777777778,83.91452,438,48.6666666666667,8.67777777777778,1.83333333333333,1.71111111111111,-1.65555555555556,0.01,0.112444444444444,0.170111111111111,0.528555555555556,0.122888888888889,8,0,0,3,0,0,0
"Shabazz Napier",184.996666666667,79.7565933333333,345,57.5,6.88333333333333,1.88333333333333,2.48333333333333,-0.633333333333333,0.018,0.099,0.201,0.523333333333333,0.224666666666667,6,0,0,3,0,0,1
"Shai Gilgeous-Alexander",197.612,83.0980544,311,62.2,21.88,4.64,4.78,-1.98,0.0202,0.1132,0.2632,0.5856,0.236,4,0,0,2,0,0,0
"Shake Milton",196.088,93.1677968,254,50.8,8.68,2.28,2.46,1.24,0.0244,0.091,0.1842,0.5482,0.1738,4,0,0,5,0,0,0
"Shamorie Ponds",182.88,79.3786,4,4,2.3,0.3,0.5,-5.5,0,0.167,0.222,0.765,0.4,1,0,0,1,1,0,0
"Shaq Buchanan",190.5,86.18248,2,2,1,1,1,-8.7,0.091,0.143,0.214,0.25,0.25,1,0,0,1,0,0,0
"Shaquille Harrison",195.58,86.9384666666667,180,30,5.15,2.58333333333333,2.26666666666667,-3.36666666666667,0.028,0.137833333333333,0.157166666666667,0.476333333333333,0.181833333333333,5,0,0,1,0,0,0
"Sharife Cooper",185.42,79.832192,13,13,0.5,0.4,0.4,-43.9,0,0.147,0.202,0.25,0.313,1,0,0,1,0,0,0
"Shaun Livingston",200.66,83.7849222857143,833,59.5,6.34285714285714,2.40714285714286,3.04285714285714,0.4,0.0318571428571429,0.0978571428571429,0.157071428571429,0.5315,0.216928571428571,14,0,0,7,3,0,1
"Shelvin Mack",190.5,92.98636,456,57,6.4875,1.9125,3.025,-1.775,0.01475,0.102,0.192,0.5045,0.271625,8,0,0,3,0,0,0
"Sindarius Thornwell",194.31,97.52228,160,40,3.725,1.375,1.05,-3.15,0.014,0.0985,0.12725,0.51125,0.1095,4,0,0,2,0,0,0
"Skylar Mays",193.04,92.98636,67,22.3333333333333,7.33333333333333,1.73333333333333,3.26666666666667,-9.26666666666667,0.023,0.0943333333333333,0.172333333333333,0.594,0.222666666666667,2,0,0,1,0,0,0
"Solomon Hill",199.813333333333,102.209397333333,448,49.7777777777778,4.34444444444444,2.83333333333333,1.36666666666667,0.566666666666667,0.0365555555555556,0.123,0.115444444444444,0.464888888888889,0.0997777777777778,9,0,0,4,0,0,0
"Spencer Dinwiddie",197.273333333333,94.2463377777778,466,51.7777777777778,11.5666666666667,2.95555555555556,4.52222222222222,-0.533333333333333,0.0146666666666667,0.101888888888889,0.209333333333333,0.522,0.289555555555556,8,0,0,2,0,0,0
"Stanley Johnson",199.39,110.449652,449,56.125,5.925,3.0125,1.5125,-2.725,0.03175,0.13775,0.1635,0.502875,0.127875,7,0,0,5,1,0,0
"Stanton Kidd",198.12,97.975872,4,4,0,0.8,0.3,2.3,0,0.158,0.139,0,0.1,1,0,0,1,0,0,0
"Stephen Curry",190.137142857143,84.7245057142857,882,63,24.1642857142857,4.76428571428571,6.40714285714286,7.03571428571429,0.0213571428571429,0.122214285714286,0.280071428571429,0.620214285714286,0.294928571428571,13,0,1,8,4,1,2
"Sterling Brown",196.426666666667,101.151016,268,44.6666666666667,4.5,3.11666666666667,0.916666666666667,-0.433333333333333,0.0428333333333333,0.155166666666667,0.127333333333333,0.440666666666667,0.0835,5,0,0,5,0,0,0
"Steven Adams",212.344,117.93392,706,70.6,9.21,8.42,1.6,5.33,0.1379,0.1762,0.141,0.5845,0.0794,9,0,0,8,0,0,0
"Svi Mykhailiuk",201.168,92.98636,252,50.4,6.44,1.72,1.4,-2.84,0.021,0.082,0.1728,0.5294,0.1236,4,0,0,2,0,0,0
"T.J. Leaf",208.28,100.697424,35,17.5,2.35,1.6,0.2,-12.3,0.047,0.14,0.159,0.501,0.0475,4,0,0,2,0,0,0
"T.J. McConnell",186.69,87.31646,556,69.5,7.25,3.0375,5.0375,-2.5625,0.025375,0.112875,0.1565,0.544125,0.326125,7,0,0,3,0,0,0
"T.J. Warren",203.2,98.883056,221,44.2,16.08,3.94,1.32,-1.4,0.0326,0.106,0.2182,0.5682,0.071,7,0,0,2,0,0,0
"Tacko Fall",226.906666666667,141.067112,37,12.3333333333333,2.3,2.3,0.166666666666667,6.06666666666667,0.0913333333333333,0.278,0.167,0.603,0.0476666666666667,3,0,0,2,0,0,0
"Tahjere McCall",195.58,86.18248,1,1,4,1,0,63.9,0,0.2,0.136,0.581,0,1,0,0,0,0,0,0
"Taj Gibson",205.74,103.872568,945,67.5,8.34285714285714,5.70714285714286,0.935714285714286,2.18571428571429,0.0981428571428571,0.161857142857143,0.160857142857143,0.565357142857143,0.0659285714285714,13,0,0,10,0,0,0
"Talen Horton-Tucker",193.04,106.140528,196,49,8.85,2.55,2.575,-2.65,0.02375,0.09425,0.20725,0.5205,0.18575,3,0,0,3,1,0,0
"Tariq Owens",208.28,92.98636,3,3,1.3,1,0,-43.4,0.105,0.067,0.171,0.34,0,1,0,0,0,0,0,0
"Taurean Prince",201.022857142857,99.2718491428571,424,60.5714285714286,10.1857142857143,3.62857142857143,1.7,-2.62857142857143,0.0198571428571429,0.128714285714286,0.185285714285714,0.551428571428571,0.102571428571429,6,0,0,3,0,0,0
"Terance Mann",195.58,97.52228,270,67.5,7.25,3.375,1.95,1.15,0.039,0.1215,0.14325,0.58475,0.14825,3,0,0,3,0,0,0
"Terence Davis",193.04,91.171992,227,56.75,8.325,2.775,1.325,3.375,0.025,0.135,0.21325,0.56225,0.11975,3,0,0,1,1,0,0
"Terrance Ferguson",199.39,85.502092,204,51,3.525,1.025,0.6,-5.6,0.01425,0.039,0.0985,0.43375,0.04825,4,0,0,4,0,0,0
"Terrence Jones",205.74,114.758776,234,39,8.3,4.81666666666667,0.816666666666667,-16.8333333333333,0.069,0.240333333333333,0.215833333333333,0.485833333333333,0.0613333333333333,6,0,0,4,0,0,0
"Terrence Ross",199.505454545455,91.171992,733,66.6363636363636,10.9454545454545,2.82727272727273,1.33636363636364,-1.74545454545455,0.0154545454545455,0.105181818181818,0.194636363636364,0.533363636363636,0.0853636363636364,10,0,0,4,0,0,0
"Terry Rozier",186.3725,86.18248,540,67.5,13.3,3.8125,3.3,-2.6375,0.029125,0.124125,0.210875,0.503,0.194875,7,0,0,4,0,0,0
"Terry Taylor",194.31,104.32616,64,32,6.25,3.35,0.75,-1.2,0.1085,0.0965,0.14,0.6065,0.0665,1,0,0,1,0,0,0
"Thabo Sefolosha",200.478571428571,98.6238605714286,869,62.0714285714286,5.65,3.67142857142857,1.3,4.23571428571429,0.0378571428571429,0.153714285714286,0.130214285714286,0.536714285714286,0.0913571428571429,14,0,0,12,0,0,1
"Thaddeus Young",203.2,102.5968405,1139,71.1875,12.06875,5.61875,1.81875,-0.0125,0.0768125,0.14425,0.1954375,0.544875,0.10575,15,0,0,8,0,0,0
"Thanasis Antetokounmpo",199.136,98.0665904,164,32.8,2.74,1.44,0.5,-13.42,0.0672,0.1174,0.186,0.5608,0.0946,4,0,0,4,1,0,0
"Theo Pinson",197.104,96.7058144,127,25.4,2.62,1.32,1.02,-8.24,0.016,0.1256,0.1602,0.4072,0.1694,4,0,0,2,0,0,0
"Thomas Bryant",208.703333333333,112.490816,229,38.1666666666667,9.45,5.06666666666667,1.06666666666667,-5.33333333333333,0.0663333333333333,0.197833333333333,0.174666666666667,0.626166666666667,0.0881666666666667,5,0,0,3,0,0,0
"Thomas Welsh",213.36,115.66596,11,11,1.6,0.4,0.5,2.3,0,0.114,0.153,0.648,0.2,1,0,0,0,0,0,0
"Thon Maker",214.884,100.6067056,263,52.6,4.46,2.66,0.58,-4.34,0.0692,0.1432,0.1574,0.5652,0.0756,5,0,0,2,0,0,0
"Tim Frazier",184.4675,77.11064,289,36.125,4.275,2.0625,3.85,-3.9625,0.024,0.099375,0.159625,0.433375,0.325375,8,0,0,5,0,0,0
"Tim Hardaway Jr.",197.104,93.213156,657,65.7,13.92,2.93,1.87,-0.58,0.012,0.096,0.2138,0.5501,0.1064,9,0,0,6,0,0,0
"Tobias Harris",204.046666666667,104.552956,827,68.9166666666667,15.675,6.025,2.225,-0.516666666666667,0.0375,0.17225,0.21675,0.563833333333333,0.11275,11,0,0,8,0,0,0
"Tony Bradley",208.703333333333,112.490816,179,29.8333333333333,3.86666666666667,3.46666666666667,0.383333333333333,-1.4,0.122,0.227,0.160166666666667,0.581666666666667,0.0555,5,0,0,5,0,0,0
"Tony Parker",187.96,82.553744,1254,69.6666666666667,15.3722222222222,2.66111111111111,5.58888888888889,7.11111111111111,0.0128888888888889,0.0851666666666667,0.2485,0.541055555555556,0.313444444444444,18,0,0,17,4,1,1
"Tony Snell",199.813333333333,95.25432,601,66.7777777777778,6,2.26666666666667,1.13333333333333,-0.388888888888889,0.0152222222222222,0.0955555555555556,0.119666666666667,0.57,0.0734444444444445,9,0,0,6,0,0,0
"Torrey Craig",200.236666666667,99.336648,379,63.1666666666667,5.8,3.9,1.01666666666667,-2.95,0.062,0.138666666666667,0.128,0.556,0.0705,5,0,0,1,0,0,1
"Trae Young",185.928,78.7435712,353,70.6,25.72,3.72,9.34,-0.48,0.0192,0.0868,0.3164,0.5798,0.419,4,0,0,2,0,0,0
"Trayvon Palmer",198.12,90.7184,1,1,0,2,0,-33,0,0.133,0.053,0,0,1,0,0,0,0,0,0
"Tre Jones",185.42,83.91452,174,58,7.13333333333333,2.13333333333333,3.7,-7.36666666666667,0.026,0.0836666666666667,0.166333333333333,0.541,0.271333333333333,2,0,0,0,0,0,0
"Tre Mann",190.5,80.739376,127,63.5,9.05,2.6,1.65,-4.65,0.019,0.1025,0.2065,0.4965,0.126,1,0,0,0,0,0,0
"Tremont Waters",177.8,79.3786,40,13.3333333333333,3.56666666666667,1.06666666666667,2.06666666666667,-3.56666666666667,0.007,0.076,0.195333333333333,0.426333333333333,0.251333333333333,3,0,0,3,0,0,0
"Trendon Watford",203.2,107.501304,110,55,7.5,3.95,1.9,-12.5,0.0485,0.168,0.1635,0.6075,0.157,1,0,0,1,0,0,0
"Trent Forrest",193.04,95.25432,113,37.6666666666667,2.83333333333333,1.6,1.66666666666667,-4.43333333333333,0.029,0.107,0.128,0.510666666666667,0.193,2,0,0,3,0,0,0
"Trevelin Queen",198.12,86.18248,17,8.5,3.65,2,0.65,7.4,0.0885,0.136,0.2065,0.478,0.0915,1,0,0,0,0,0,0
"Treveon Graham",196.215,100.810822,180,45,4.025,2.125,0.725,-5.025,0.03575,0.09575,0.1215,0.51975,0.06775,4,0,0,0,0,0,0
"Trevon Duval",187.96,85.728888,3,3,1.7,0.3,0.7,7.7,0,0.2,0.231,0.833,0.667,1,0,0,1,0,0,0
"Trevor Ariza",203.2,96.2623022222222,1118,62.1111111111111,9.84444444444444,4.67777777777778,2.06111111111111,0.95,0.0417777777777778,0.147222222222222,0.161944444444444,0.531777777777778,0.108222222222222,18,0,0,13,0,0,2
"Trey Burke",184.573333333333,84.5697084444444,498,55.3333333333333,9.33333333333333,1.68888888888889,2.96666666666667,-2.45555555555556,0.0166666666666667,0.0702222222222222,0.226444444444444,0.513444444444444,0.232888888888889,9,0,0,2,0,0,0
"Trey Lyles",207.01,106.140528,523,65.375,7.525,4.275,1.0125,-2.5375,0.04475,0.19775,0.18425,0.54975,0.08575,7,0,0,1,0,0,0
"Trey Murphy III",203.2,93.439952,141,70.5,9.95,3,1,0.4,0.037,0.107,0.153,0.604,0.064,1,0,0,1,0,0,0
"Tristan Thompson",205.970909090909,109.027022545455,730,66.3636363636364,8.93636363636364,8.30909090909091,1.04545454545455,-3.4,0.129636363636364,0.208545454545455,0.155181818181818,0.549,0.0589090909090909,11,0,0,5,1,0,3
"Troy Brown Jr.",199.136,97.52228,297,59.4,6.26,3.74,1.46,-1.1,0.039,0.151,0.142,0.5244,0.1028,4,0,0,1,0,0,0
"Troy Caupain",193.04,95.25432,4,4,2.5,0.8,1,25,0.071,0.154,0.216,0.625,0.4,1,0,0,0,0,0,0
"Troy Daniels",193.04,92.5975668571429,339,48.4285714285714,6.47142857142857,1.2,0.6,-1.52857142857143,0.0141428571428571,0.0794285714285714,0.188714285714286,0.573714285714286,0.0741428571428571,7,0,0,4,0,0,0
"Troy Williams",200.66,97.6734773333333,72,24,5.93333333333333,2.7,0.7,-6.26666666666667,0.0446666666666667,0.129333333333333,0.169,0.528666666666667,0.0646666666666667,3,0,0,1,0,0,0
"Ty Jerome",195.58,88.45044,157,39.25,7,1.9,2.575,-7.275,0.01525,0.09575,0.17575,0.523,0.22825,3,0,0,2,1,0,0
"Ty-Shon Alexander",190.5,88.45044,15,15,0.6,0.7,0.4,-6,0.038,0.157,0.143,0.349,0.2,1,0,0,0,0,0,0
"Tyler Bey",200.66,97.52228,18,18,1,1.1,0.2,-27,0.09,0.177,0.143,0.372,0.063,1,0,0,1,0,0,0
"Tyler Cavanaugh",205.74,107.954896,50,25,2.75,2,0.4,-21.4,0.073,0.1495,0.1285,0.4905,0.0595,2,0,0,2,0,0,0
"Tyler Cook",203.2,115.66596,65,21.6666666666667,3.36666666666667,2.26666666666667,0.266666666666667,-7.16666666666667,0.0826666666666667,0.165666666666667,0.137666666666667,0.681,0.0363333333333333,3,0,0,1,0,0,0
"Tyler Davis",208.28,120.655472,1,1,0,1,0,0,0.5,0,0.333,0,0,1,0,0,1,0,0,0
"Tyler Dorsey",194.733333333333,82.553744,107,35.6666666666667,5.46666666666667,1.8,0.866666666666667,-0.7,0.0506666666666667,0.11,0.200666666666667,0.634333333333333,0.082,2,0,0,2,0,0,0
"Tyler Hall",195.58,94.800728,1,1,0,0,0,-100,0,0,0,0,0,1,0,0,1,0,0,0
"Tyler Herro",195.58,88.45044,242,60.5,17.35,4.875,3.45,0.85,0.01325,0.1405,0.2415,0.555,0.1775,3,0,1,3,0,0,1
"Tyler Johnson",191.77,85.0485,354,44.25,8.2625,2.725,2.025,-1.175,0.0235,0.10175,0.164125,0.522,0.1335,8,0,0,2,0,0,1
"Tyler Lydon",207.01,100.92422,26,13,0.45,0.35,0.1,-79.15,0.031,0.0665,0.0485,0.2975,0.0435,2,0,0,0,0,0,0
"Tyler Ulis",177.8,71.0627466666667,133,44.3333333333333,5.03333333333333,1.13333333333333,2.7,-5.03333333333333,0.0106666666666667,0.0446666666666667,0.128666666666667,0.313,0.193,3,0,0,0,0,0,0
"Tyler Zeller",213.0425,114.248485,414,51.75,6.1,3.925,0.725,3.3,0.121125,0.188875,0.19225,0.520375,0.07075,8,0,0,4,0,0,0
"Tyreke Evans",198.12,99.79024,594,59.4,15.58,4.57,4.83,-3.46,0.0287,0.1403,0.2566,0.5172,0.2688,10,0,1,3,0,0,0
"Tyrell Terry",187.96,72.57472,13,6.5,1,0.25,0.25,-3.45,0,0.059,0.123,0.659,0.079,2,0,0,2,0,0,0
"Tyrese Haliburton",195.58,83.91452,191,63.6666666666667,16.3333333333333,3.56666666666667,7.96666666666667,-4.2,0.0206666666666667,0.087,0.199,0.601333333333333,0.346333333333333,2,0,0,0,0,0,0
"Tyrese Maxey",187.96,90.7184,196,65.3333333333333,15.2666666666667,2.6,3.26666666666667,2.46666666666667,0.011,0.0856666666666667,0.219,0.576666666666667,0.188333333333333,2,0,0,3,0,0,0
"Tyrone Wallace",195.58,89.811216,112,28,4.725,2,1.05,-4,0.0175,0.1145,0.15425,0.43475,0.08625,4,0,0,1,0,0,0
"Tyson Chandler",215.766315789474,107.549050526316,1160,61.0526315789474,7.82105263157895,8.72105263157895,0.794736842105263,-0.236842105263158,0.120736842105263,0.240684210526316,0.127263157894737,0.627631578947368,0.0469473684210526,19,0,1,8,0,0,0
"Tyus Jones",186.055,88.110246,535,66.875,6.55,1.8125,3.85,0.2875,0.012625,0.083625,0.15325,0.521125,0.280375,7,0,0,3,0,0,0
"Udoka Azubuike",210.82,123.981813333333,68,22.6666666666667,3.1,2.8,0.1,-21.4,0.0793333333333333,0.202333333333333,0.125,0.704666666666667,0.0143333333333333,2,0,0,3,0,0,0
"Udonis Haslem",203.073,106.2766056,879,43.95,5.83,5.095,0.62,0.425,0.06925,0.2292,0.1575,0.5169,0.05355,19,0,0,15,3,0,3
"Usman Garuba",203.2,103.872568,99,49.5,2.5,3.8,0.8,-2.6,0.0965,0.2285,0.095,0.5395,0.09,1,0,0,0,0,0,0
"Vernon Carey Jr.",206.586666666667,122.46984,37,12.3333333333333,1.93333333333333,1.36666666666667,0.133333333333333,-22.7,0.0933333333333333,0.187666666666667,0.168,0.478333333333333,0.0806666666666667,2,0,0,2,0,0,0
"Vic Law",200.66,91.171992,8,8,1.9,1.4,0.4,-9.7,0.029,0.145,0.15,0.363,0.086,1,0,0,1,0,0,0
"Victor Oladipo",192.786,96.0254264,504,50.4,16.29,4.28,3.87,-0.35,0.0178,0.1259,0.2504,0.5344,0.2051,9,0,1,7,0,0,1
"Vince Carter",198.350909090909,99.9964181818182,1541,70.0454545454545,16.3454545454545,4.22727272727273,2.97272727272727,1.18636363636364,0.0371363636363636,0.120909090909091,0.244090909090909,0.529636363636364,0.1685,22,0,1,13,1,0,1
"Vincent Poirier",213.36,106.59412,32,16,1.35,1.7,0.3,-12.95,0.11,0.2085,0.1675,0.399,0.084,2,0,0,2,0,0,0
"Vit Krejci",203.2,88.45044,59,29.5,3.7,2.15,1.25,-7.3,0.03,0.123,0.1165,0.502,0.127,1,0,0,1,0,0,0
"Walt Lemon Jr.",190.5,81.64656,11,5.5,8.85,2.45,3,-11.15,0.0105,0.1005,0.2545,0.4795,0.2275,2,0,0,0,0,0,0
"Wayne Ellington",193.430769230769,91.4511255384615,770,59.2307692307692,7.80769230769231,2.04615384615385,1.08461538461538,-3.26923076923077,0.0156923076923077,0.0936923076923077,0.165307692307692,0.542538461538462,0.0827692307692308,13,0,0,2,0,0,0
"Wayne Selden",194.945,104.552956,127,31.75,5.75,1.35,1.15,-14.975,0.013,0.06925,0.172,0.50025,0.11175,4,0,0,3,0,0,0
"Wendell Carter Jr.",207.772,121.109064,260,52,12.6,8.76,2,-5.14,0.0832,0.2228,0.1904,0.5838,0.113,4,0,0,1,0,0,0
