"player_name","player_height","player_weight","gp_career","gp_by_season","pts_career_avg","reb_career_avg","ast_career_avg","net_rating_career","oreb_pct_career","dreb_pct_career","usg_pct_career","ts_pct_career","ast_pct_career","num_seasons","hall_of_fame","indiv_awards","playoffs_career","nba_titles","mvp_finals","finalist_career"
"Tyrone Nesby",198.12,106.59412,255,63.75,9.5,3.65,1.45,-6.675,0.0505,0.11925,0.184,0.48875,0.096,4,0,0,0,0,0,0
"Tyronn Lue",182.88,80.1208414545455,554,50.3636363636364,7.71818181818182,1.5,2.76363636363636,-4.60909090909091,0.0119090909090909,0.0721818181818182,0.182636363636364,0.533454545454546,0.219545454545455,11,0,0,6,1,0,0
"Tyrus Thomas",207.01,100.35723,402,50.25,6.85,4.05,0.7875,-2.975,0.068375,0.170875,0.20025,0.559875,0.091375,8,0,0,4,0,0,0
"Tyshawn Taylor",190.5,83.91452,61,30.5,3.05,0.6,1.1,-18,0.0115,0.0715,0.2465,0.4285,0.2115,2,0,0,0,0,0,0
"Tyson Wheeler",177.8,74.84268,1,1,4,0,2,62.2,0,0,0.32,1.064,0.667,1,0,0,0,0,0,0
"Tyus Edney",177.8,71.0627466666667,146,48.6666666666667,5.53333333333333,1.23333333333333,2.73333333333333,-3.3,0.0276666666666667,0.0723333333333333,0.211333333333333,0.504,0.325333333333333,4,0,0,2,0,0,1
"Vander Blue",193.886666666667,90.7184,10,3.33333333333333,4.43333333333333,1.9,1.63333333333333,1.66666666666667,0.008,0.107,0.181,0.333333333333333,0.118333333333333,3,0,0,1,0,0,0
"Vassilis Spanoulis",193.04,88.45044,31,31,2.7,0.7,0.9,-4.1,0.021,0.071,0.208,0.47,0.207,1,0,0,0,0,0,0
"Vernon Macklin",208.28,102.965384,23,23,2,1.5,0.2,-2.2,0.104,0.167,0.143,0.559,0.057,1,0,0,0,0,0,0
"Vernon Maxwell",193.04,84.368112,250,50,9.22,1.72,1.54,-0.98,0.015,0.0822,0.2336,0.4782,0.1346,13,0,0,2,0,0,0
"Viacheslav Kravtsov",210.82,113.624796,45,22.5,2.05,1.35,0.25,-19.05,0.1385,0.1425,0.1665,0.579,0.048,2,0,0,0,0,0,0
"Victor Alexander",208.28,120.20188,14,14,2.9,2.1,0.4,5.1,0.075,0.237,0.28,0.367,0.105,5,0,0,0,0,0,0
"Victor Claver",205.74,101.604608,80,26.6666666666667,2.8,2.1,0.533333333333333,5.13333333333333,0.0483333333333333,0.178,0.145333333333333,0.521333333333333,0.064,3,0,0,1,0,0,0
"Viktor Khryapa",205.74,97.068688,143,35.75,3.95,2.925,0.9,-4.3,0.08025,0.174,0.1665,0.46725,0.11425,4,0,0,2,0,0,0
"Vin Baker",210.82,112.26402,545,54.5,11.66,5.71,1.33,-0.93,0.0947,0.1518,0.2131,0.508,0.0827,13,0,0,5,0,0,0
"Vincent Askew",198.12,100.92422,73,36.5,3.9,2.3,1.7,0,0.048,0.107,0.129,0.498,0.1605,9,0,0,1,0,0,0
"Vincent Yarbrough",200.66,95.25432,59,59,6.9,2.7,2.2,-7.6,0.029,0.115,0.174,0.446,0.16,1,0,0,0,0,0,0
"Vinny Del Negro",193.04,88.45044,308,51.3333333333333,6.3,1.78333333333333,2.58333333333333,-2.71666666666667,0.0111666666666667,0.0781666666666667,0.198666666666667,0.4605,0.284166666666667,12,0,0,2,0,0,0
"Vitaly Potapenko",208.28,128.449007272727,610,55.4545454545455,5.57272727272727,3.88181818181818,0.590909090909091,-3.86363636363636,0.0924545454545455,0.169909090909091,0.178454545454545,0.472636363636364,0.0519090909090909,11,0,0,4,0,0,0
"Vlade Divac",215.9,117.93392,614,68.2222222222222,10.5333333333333,7.42222222222222,3.36666666666667,3.51111111111111,0.0962222222222222,0.189666666666667,0.186222222222222,0.522777777777778,0.184888888888889,16,1,0,7,0,0,1
"Vladimir Stepania",214.206666666667,109.920461333333,270,45,3.88333333333333,3.78333333333333,0.366666666666667,-4.1,0.121,0.2175,0.1935,0.438166666666667,0.0571666666666667,6,0,0,3,0,0,0
"Von Wafer",195.58,95.1031226666667,200,33.3333333333333,3.61666666666667,0.866666666666667,0.516666666666667,2.25,0.0198333333333333,0.0731666666666667,0.232333333333333,0.365,0.0876666666666667,6,0,0,4,0,0,1
"Vonteego Cummings",190.5,86.18248,199,66.3333333333333,6.66666666666667,1.83333333333333,2.56666666666667,-11.6333333333333,0.031,0.0823333333333333,0.200666666666667,0.462,0.238333333333333,3,0,0,1,0,0,1
"Voshon Lenard",193.04,93.893544,535,53.5,11.28,2.62,2,-1.91,0.0221,0.0987,0.2186,0.5157,0.1357,11,0,0,6,0,0,0
"Walker Russell",182.88,77.11064,56,28,3,0.9,2.1,-10.5,0.022,0.064,0.175,0.401,0.271,3.5,0,0,0,0,0,0
"Wally Szczerbiak",200.66,110.0867784,651,65.1,14.01,3.88,2.25,3.08,0.0378,0.1106,0.2071,0.5673,0.1184,10,0,0,9,0,0,1
"Walt Williams",203.2,104.32616,442,63.1428571428571,10.0142857142857,3.61428571428571,1.74285714285714,0.657142857142857,0.0395714285714286,0.132,0.194,0.536,0.119,11,0,0,4,0,0,0
